"Data.File.Name","Data.File.Description","Component","Begin.Year","EndYear"
"P_FETIB","Iron Status - Serum","Laboratory",2017,2020
"P_FOLATE","Folate - RBC","Laboratory",2017,2020
"P_FOLFMS","Folate Forms - Total & Individual - Serum","Laboratory",2017,2020
"P_FR","Flame Retardants - Urine","Laboratory",2017,2020
"P_GHB","Glycohemoglobin","Laboratory",2017,2020
"P_GLU","Plasma Fasting Glucose","Laboratory",2017,2020
"P_HDL","Cholesterol - High - Density Lipoprotein (HDL)","Laboratory",2017,2020
"P_HEPA","Hepatitis A","Laboratory",2017,2020
"P_HEPB_S","Hepatitis B Surface Antibody","Laboratory",2017,2020
"P_HEPBD","Hepatitis B: Core antibody, Surface antigen, and Hepatitis D antibody","Laboratory",2017,2020
"P_HEPC","Hepatitis C: RNA (HCV-RNA), Confirmed Antibody (INNO-LIA), & Genotype","Laboratory",2017,2020
"P_HEPE","Hepatitis E: IgG & IgM Antibodies","Laboratory",2017,2020
"P_HSCRP","High-Sensitivity C-Reactive Protein","Laboratory",2017,2020
"P_IHGEM","Inorganic, Ethyl and Methyl - Blood","Laboratory",2017,2020
"P_INS","Insulin","Laboratory",2017,2020
"P_OPD","Organophosphate Insecticides - Dialkyl Phosphate Metabolites - Urine","Laboratory",2017,2020
"P_PBCD","Lead, Cadmium, Total Mercury, Selenium, & Manganese - Blood","Laboratory",2017,2020
"P_PERNT","Perchlorate, Nitrate & Thiocyanate - Urine","Laboratory",2017,2020
"P_PFAS","Perfluoroalkyl and Polyfluoroalkyl Substances","Laboratory",2017,2020
"P_SSAGP","Alpha-1-Acid Glycoprotein - Serum (Surplus)","Laboratory",2017,2020
"P_SSFR","Flame Retardants - Urine (Surplus)","Laboratory",2017,2020
"P_TCHOL","Cholesterol - Total","Laboratory",2017,2020
"P_TFR","Transferrin Receptor","Laboratory",2017,2020
"P_TRIGLY","Cholesterol - Low-Density Lipoproteins (LDL) & Triglycerides","Laboratory",2017,2020
"P_UAS","Arsenics - Speciated - Urine","Laboratory",2017,2020
"P_UCFLOW","Urine Flow Rate","Laboratory",2017,2020
"P_UCM","Chromium - Urine","Laboratory",2017,2020
"P_UCPREG","Urine Pregnancy Test","Laboratory",2017,2020
"P_UHG","Mercury: Inorganic - Urine","Laboratory",2017,2020
"P_UIO","Iodine - Urine","Laboratory",2017,2020
"P_UM","Metals - Urine","Laboratory",2017,2020
"P_UNI","Nickel - Urine","Laboratory",2017,2020
"P_UTAS","Arsenic - Total - Urine","Laboratory",2017,2020
"P_UVOC","Volatile Organic Compound (VOC) Metabolites - Urine","Laboratory",2017,2020
"P_UVOC2","Volatile Organic Compound (VOC) Metabolites II - Urine","Laboratory",2017,2020
"P_VOCWB","Volatile Organic Compounds and Trihalomethanes/MTBE - Blood","Laboratory",2017,2020
"PBCD_J","Lead, Cadmium, Total Mercury, Selenium, & Manganese - Blood","Laboratory",2017,2018
"PERNT_J","Perchlorate, Nitrate & Thiocyanate - Urine","Laboratory",2017,2018
"PFAS_J","Perfluoroalkyl and Polyfluoroalkyl Substances","Laboratory",2017,2018
"PHTHTE_J","Phthalates and Plasticizers Metabolites - Urine","Laboratory",2017,2018
"SSAGP_J","Alpha-1-Acid Glycoprotein - Serum (Surplus)","Laboratory",2017,2018
"SSFR_J","Flame Retardants - Urine (Surplus)","Laboratory",2017,2018
"SSGLYP_J","Glyphosate (GLYP) - Urine (Surplus)","Laboratory",2017,2018
"SSPFAS_J","Perfluoroalkyl and Polyfluoroalkyl Substances (Surplus)","Laboratory",2017,2018
"SSUVOC_J","Volatile Organic Compound (VOC) Metabolites II - Urine (Surplus)","Laboratory",2017,2018
"TCHOL_J","Cholesterol - Total","Laboratory",2017,2018
"TFR_J","Transferrin Receptor","Laboratory",2017,2018
"TRIGLY_J","Cholesterol - Low-Density Lipoproteins (LDL) & Triglycerides","Laboratory",2017,2018
"UAS_J","Arsenics - Speciated - Urine","Laboratory",2017,2018
"UCFLOW_J","Urine Flow Rate","Laboratory",2017,2018
"UCM_J","Chromium - Urine","Laboratory",2017,2018
"UCOT_J","Cotinine, Hydroxycotinine, & Other Nicotine Metabolites and Analogs - Urine","Laboratory",2017,2018
"UCPREG_J","Urine Pregnancy Test","Laboratory",2017,2018
"UHG_J","Mercury: Inorganic - Urine","Laboratory",2017,2018
"UIO_J","Iodine - Urine","Laboratory",2017,2018
"UM_J","Metals - Urine","Laboratory",2017,2018
"UNI_J","Nickel - Urine","Laboratory",2017,2018
"UTAS_J","Arsenic - Total - Urine","Laboratory",2017,2018
"UVOC_J","Volatile Organic Compound (VOC) Metabolites - Urine","Laboratory",2017,2018
"VIC_J","Vitamin C","Laboratory",2017,2018
"VID_J","Vitamin D","Laboratory",2017,2018
"VITAEC_J","Vitamin A, Vitamin E & Carotenoids","Laboratory",2017,2018
"VOCWB_J","Volatile Organic Compounds and Trihalomethanes/MTBE - Blood","Laboratory",2017,2018
"AGP_L","alpha-1-Acid Glycoprotein","Laboratory",2021,2023
"CBC_L","Complete Blood Count with 5-Part Differential in Whole Blood","Laboratory",2021,2023
"FASTQX_L","Fasting Questionnaire","Laboratory",2021,2023
"FERTIN_L","Ferritin","Laboratory",2021,2023
"FOLATE_L","Folate - RBC","Laboratory",2021,2023
"FOLFMS_L","Serum Folate Forms - Total & Individual - Serum","Laboratory",2021,2023
"GHB_L","Glycohemoglobin","Laboratory",2021,2023
"GLU_L","Plasma Fasting Glucose","Laboratory",2021,2023
"HDL_L","Cholesterol – High-Density Lipoprotein","Laboratory",2021,2023
"HEPA_L","Hepatitis A","Laboratory",2021,2023
"HEPB_S_L","Hepatitis B Surface Antibody","Laboratory",2021,2023
"HSCRP_L","High-Sensitivity C-Reactive Protein","Laboratory",2021,2023
"IHGEM_L","Mercury:  Inorganic, Ethyl, and Methyl - Blood","Laboratory",2021,2023
"INS_L","Insulin","Laboratory",2021,2023
"PBCD_L","Lead, Cadmium, Total Mercury, Selenium, & Manganese – Blood","Laboratory",2021,2023
"TCHOL_L","Cholesterol - Total","Laboratory",2021,2023
"TFR_L","Transferrin Receptor","Laboratory",2021,2023
"TST_L","Sex Steroid Hormone Panel - Serum","Laboratory",2021,2023
"UCPREG_L","Urine Pregnancy Test","Laboratory",2021,2023
"VID_L","Vitamin D","Laboratory",2021,2023
