"","Gender","Age_Group","Race_or_Ethnicity","Education","SBP","BMI","Smoker","background_n"
"3473","Male","64+","Hispanic",NA,"SBP>=140","Underweight","No smoke",0
"3474","Female","64+","Hispanic",NA,"SBP>=140","Underweight","No smoke",0
"3475","Male","18-44","Other",NA,"SBP>=140","Underweight","No smoke",0
"3476","Female","18-44","Other",NA,"SBP>=140","Underweight","No smoke",0
"3477","Male","45-64","Other",NA,"SBP>=140","Underweight","No smoke",0
"3478","Female","45-64","Other",NA,"SBP>=140","Underweight","No smoke",0
"3479","Male","64+","Other",NA,"SBP>=140","Underweight","No smoke",0
"3480","Female","64+","Other",NA,"SBP>=140","Underweight","No smoke",0
"3481","Male","18-44","NH White","<HSG",NA,"Underweight","No smoke",0
"3482","Female","18-44","NH White","<HSG",NA,"Underweight","No smoke",0
"3483","Male","45-64","NH White","<HSG",NA,"Underweight","No smoke",0
"3484","Female","45-64","NH White","<HSG",NA,"Underweight","No smoke",0
"3485","Male","64+","NH White","<HSG",NA,"Underweight","No smoke",0
"3486","Female","64+","NH White","<HSG",NA,"Underweight","No smoke",0
"3487","Male","18-44","NH Black","<HSG",NA,"Underweight","No smoke",0
"3488","Female","18-44","NH Black","<HSG",NA,"Underweight","No smoke",0
"3489","Male","45-64","NH Black","<HSG",NA,"Underweight","No smoke",0
"3490","Female","45-64","NH Black","<HSG",NA,"Underweight","No smoke",0
"3491","Male","64+","NH Black","<HSG",NA,"Underweight","No smoke",0
"3492","Female","64+","NH Black","<HSG",NA,"Underweight","No smoke",0
"3493","Male","18-44","Hispanic","<HSG",NA,"Underweight","No smoke",0
"3494","Female","18-44","Hispanic","<HSG",NA,"Underweight","No smoke",0
"3495","Male","45-64","Hispanic","<HSG",NA,"Underweight","No smoke",0
"3496","Female","45-64","Hispanic","<HSG",NA,"Underweight","No smoke",0
"3497","Male","64+","Hispanic","<HSG",NA,"Underweight","No smoke",0
"3498","Female","64+","Hispanic","<HSG",NA,"Underweight","No smoke",0
"3499","Male","18-44","Other","<HSG",NA,"Underweight","No smoke",0
"3500","Female","18-44","Other","<HSG",NA,"Underweight","No smoke",0
"3501","Male","45-64","Other","<HSG",NA,"Underweight","No smoke",0
"3502","Female","45-64","Other","<HSG",NA,"Underweight","No smoke",0
"3503","Male","64+","Other","<HSG",NA,"Underweight","No smoke",0
"3504","Female","64+","Other","<HSG",NA,"Underweight","No smoke",0
"3505","Male","18-44","NH White","HSG/GED",NA,"Underweight","No smoke",0
"3506","Female","18-44","NH White","HSG/GED",NA,"Underweight","No smoke",0
"3507","Male","45-64","NH White","HSG/GED",NA,"Underweight","No smoke",0
"3508","Female","45-64","NH White","HSG/GED",NA,"Underweight","No smoke",0
"3509","Male","64+","NH White","HSG/GED",NA,"Underweight","No smoke",0
"3510","Female","64+","NH White","HSG/GED",NA,"Underweight","No smoke",0
"3511","Male","18-44","NH Black","HSG/GED",NA,"Underweight","No smoke",0
"3512","Female","18-44","NH Black","HSG/GED",NA,"Underweight","No smoke",0
"3513","Male","45-64","NH Black","HSG/GED",NA,"Underweight","No smoke",0
"3514","Female","45-64","NH Black","HSG/GED",NA,"Underweight","No smoke",0
"3515","Male","64+","NH Black","HSG/GED",NA,"Underweight","No smoke",0
"3516","Female","64+","NH Black","HSG/GED",NA,"Underweight","No smoke",0
"3517","Male","18-44","Hispanic","HSG/GED",NA,"Underweight","No smoke",0
"3518","Female","18-44","Hispanic","HSG/GED",NA,"Underweight","No smoke",0
"3519","Male","45-64","Hispanic","HSG/GED",NA,"Underweight","No smoke",0
"3520","Female","45-64","Hispanic","HSG/GED",NA,"Underweight","No smoke",0
"3521","Male","64+","Hispanic","HSG/GED",NA,"Underweight","No smoke",0
"3522","Female","64+","Hispanic","HSG/GED",NA,"Underweight","No smoke",0
"3523","Male","18-44","Other","HSG/GED",NA,"Underweight","No smoke",0
"3524","Female","18-44","Other","HSG/GED",NA,"Underweight","No smoke",0
"3525","Male","45-64","Other","HSG/GED",NA,"Underweight","No smoke",0
"3526","Female","45-64","Other","HSG/GED",NA,"Underweight","No smoke",0
"3527","Male","64+","Other","HSG/GED",NA,"Underweight","No smoke",0
"3528","Female","64+","Other","HSG/GED",NA,"Underweight","No smoke",0
"3529","Male","18-44","NH White","Some college/TS",NA,"Underweight","No smoke",0
"3530","Female","18-44","NH White","Some college/TS",NA,"Underweight","No smoke",0
"3531","Male","45-64","NH White","Some college/TS",NA,"Underweight","No smoke",0
"3532","Female","45-64","NH White","Some college/TS",NA,"Underweight","No smoke",0
"3533","Male","64+","NH White","Some college/TS",NA,"Underweight","No smoke",0
"3534","Female","64+","NH White","Some college/TS",NA,"Underweight","No smoke",0
"3535","Male","18-44","NH Black","Some college/TS",NA,"Underweight","No smoke",0
"3536","Female","18-44","NH Black","Some college/TS",NA,"Underweight","No smoke",0
"3537","Male","45-64","NH Black","Some college/TS",NA,"Underweight","No smoke",0
"3538","Female","45-64","NH Black","Some college/TS",NA,"Underweight","No smoke",0
"3539","Male","64+","NH Black","Some college/TS",NA,"Underweight","No smoke",0
"3540","Female","64+","NH Black","Some college/TS",NA,"Underweight","No smoke",0
"3541","Male","18-44","Hispanic","Some college/TS",NA,"Underweight","No smoke",0
"3542","Female","18-44","Hispanic","Some college/TS",NA,"Underweight","No smoke",0
"3543","Male","45-64","Hispanic","Some college/TS",NA,"Underweight","No smoke",44735
"3544","Female","45-64","Hispanic","Some college/TS",NA,"Underweight","No smoke",0
"3545","Male","64+","Hispanic","Some college/TS",NA,"Underweight","No smoke",0
"3546","Female","64+","Hispanic","Some college/TS",NA,"Underweight","No smoke",0
"3547","Male","18-44","Other","Some college/TS",NA,"Underweight","No smoke",0
"3548","Female","18-44","Other","Some college/TS",NA,"Underweight","No smoke",0
"3549","Male","45-64","Other","Some college/TS",NA,"Underweight","No smoke",0
"3550","Female","45-64","Other","Some college/TS",NA,"Underweight","No smoke",0
"3551","Male","64+","Other","Some college/TS",NA,"Underweight","No smoke",0
"3552","Female","64+","Other","Some college/TS",NA,"Underweight","No smoke",0
"3553","Male","18-44","NH White",">=College grad",NA,"Underweight","No smoke",0
"3554","Female","18-44","NH White",">=College grad",NA,"Underweight","No smoke",0
"3555","Male","45-64","NH White",">=College grad",NA,"Underweight","No smoke",0
"3556","Female","45-64","NH White",">=College grad",NA,"Underweight","No smoke",0
"3557","Male","64+","NH White",">=College grad",NA,"Underweight","No smoke",0
"3558","Female","64+","NH White",">=College grad",NA,"Underweight","No smoke",0
"3559","Male","18-44","NH Black",">=College grad",NA,"Underweight","No smoke",0
"3560","Female","18-44","NH Black",">=College grad",NA,"Underweight","No smoke",0
"3561","Male","45-64","NH Black",">=College grad",NA,"Underweight","No smoke",0
"3562","Female","45-64","NH Black",">=College grad",NA,"Underweight","No smoke",0
"3563","Male","64+","NH Black",">=College grad",NA,"Underweight","No smoke",0
"3564","Female","64+","NH Black",">=College grad",NA,"Underweight","No smoke",0
"3565","Male","18-44","Hispanic",">=College grad",NA,"Underweight","No smoke",0
"3566","Female","18-44","Hispanic",">=College grad",NA,"Underweight","No smoke",0
"3567","Male","45-64","Hispanic",">=College grad",NA,"Underweight","No smoke",0
"3568","Female","45-64","Hispanic",">=College grad",NA,"Underweight","No smoke",0
"3569","Male","64+","Hispanic",">=College grad",NA,"Underweight","No smoke",0
"3570","Female","64+","Hispanic",">=College grad",NA,"Underweight","No smoke",0
"3571","Male","18-44","Other",">=College grad",NA,"Underweight","No smoke",0
"3572","Female","18-44","Other",">=College grad",NA,"Underweight","No smoke",0
"3573","Male","45-64","Other",">=College grad",NA,"Underweight","No smoke",0
"3574","Female","45-64","Other",">=College grad",NA,"Underweight","No smoke",0
"3575","Male","64+","Other",">=College grad",NA,"Underweight","No smoke",0
"3576","Female","64+","Other",">=College grad",NA,"Underweight","No smoke",0
"3577","Male","18-44","NH White",NA,NA,"Underweight","No smoke",0
"3578","Female","18-44","NH White",NA,NA,"Underweight","No smoke",0
"3579","Male","45-64","NH White",NA,NA,"Underweight","No smoke",0
"3580","Female","45-64","NH White",NA,NA,"Underweight","No smoke",0
"3581","Male","64+","NH White",NA,NA,"Underweight","No smoke",0
"3582","Female","64+","NH White",NA,NA,"Underweight","No smoke",0
"3583","Male","18-44","NH Black",NA,NA,"Underweight","No smoke",0
"3584","Female","18-44","NH Black",NA,NA,"Underweight","No smoke",0
"3585","Male","45-64","NH Black",NA,NA,"Underweight","No smoke",0
"3586","Female","45-64","NH Black",NA,NA,"Underweight","No smoke",0
"3587","Male","64+","NH Black",NA,NA,"Underweight","No smoke",0
"3588","Female","64+","NH Black",NA,NA,"Underweight","No smoke",0
"3589","Male","18-44","Hispanic",NA,NA,"Underweight","No smoke",0
"3590","Female","18-44","Hispanic",NA,NA,"Underweight","No smoke",0
"3591","Male","45-64","Hispanic",NA,NA,"Underweight","No smoke",0
"3592","Female","45-64","Hispanic",NA,NA,"Underweight","No smoke",0
"3593","Male","64+","Hispanic",NA,NA,"Underweight","No smoke",0
"3594","Female","64+","Hispanic",NA,NA,"Underweight","No smoke",0
"3595","Male","18-44","Other",NA,NA,"Underweight","No smoke",0
"3596","Female","18-44","Other",NA,NA,"Underweight","No smoke",0
"3597","Male","45-64","Other",NA,NA,"Underweight","No smoke",0
"3598","Female","45-64","Other",NA,NA,"Underweight","No smoke",0
"3599","Male","64+","Other",NA,NA,"Underweight","No smoke",0
"3600","Female","64+","Other",NA,NA,"Underweight","No smoke",0
"3601","Male","18-44","NH White","<HSG","SBP<120","Normal weight","No smoke",0
"3602","Female","18-44","NH White","<HSG","SBP<120","Normal weight","No smoke",0
"3603","Male","45-64","NH White","<HSG","SBP<120","Normal weight","No smoke",0
"3604","Female","45-64","NH White","<HSG","SBP<120","Normal weight","No smoke",0
"3605","Male","64+","NH White","<HSG","SBP<120","Normal weight","No smoke",0
"3606","Female","64+","NH White","<HSG","SBP<120","Normal weight","No smoke",0
"3607","Male","18-44","NH Black","<HSG","SBP<120","Normal weight","No smoke",0
"3608","Female","18-44","NH Black","<HSG","SBP<120","Normal weight","No smoke",0
"3609","Male","45-64","NH Black","<HSG","SBP<120","Normal weight","No smoke",0
"3610","Female","45-64","NH Black","<HSG","SBP<120","Normal weight","No smoke",0
"3611","Male","64+","NH Black","<HSG","SBP<120","Normal weight","No smoke",0
"3612","Female","64+","NH Black","<HSG","SBP<120","Normal weight","No smoke",0
"3613","Male","18-44","Hispanic","<HSG","SBP<120","Normal weight","No smoke",0
"3614","Female","18-44","Hispanic","<HSG","SBP<120","Normal weight","No smoke",0
"3615","Male","45-64","Hispanic","<HSG","SBP<120","Normal weight","No smoke",24610
"3616","Female","45-64","Hispanic","<HSG","SBP<120","Normal weight","No smoke",0
"3617","Male","64+","Hispanic","<HSG","SBP<120","Normal weight","No smoke",9234
"3618","Female","64+","Hispanic","<HSG","SBP<120","Normal weight","No smoke",0
"3619","Male","18-44","Other","<HSG","SBP<120","Normal weight","No smoke",0
"3620","Female","18-44","Other","<HSG","SBP<120","Normal weight","No smoke",0
"3621","Male","45-64","Other","<HSG","SBP<120","Normal weight","No smoke",0
"3622","Female","45-64","Other","<HSG","SBP<120","Normal weight","No smoke",0
"3623","Male","64+","Other","<HSG","SBP<120","Normal weight","No smoke",0
"3624","Female","64+","Other","<HSG","SBP<120","Normal weight","No smoke",0
"3625","Male","18-44","NH White","HSG/GED","SBP<120","Normal weight","No smoke",0
"3626","Female","18-44","NH White","HSG/GED","SBP<120","Normal weight","No smoke",0
"3627","Male","45-64","NH White","HSG/GED","SBP<120","Normal weight","No smoke",123175
"3628","Female","45-64","NH White","HSG/GED","SBP<120","Normal weight","No smoke",0
"3629","Male","64+","NH White","HSG/GED","SBP<120","Normal weight","No smoke",0
"3630","Female","64+","NH White","HSG/GED","SBP<120","Normal weight","No smoke",0
"3631","Male","18-44","NH Black","HSG/GED","SBP<120","Normal weight","No smoke",0
"3632","Female","18-44","NH Black","HSG/GED","SBP<120","Normal weight","No smoke",0
"3633","Male","45-64","NH Black","HSG/GED","SBP<120","Normal weight","No smoke",0
"3634","Female","45-64","NH Black","HSG/GED","SBP<120","Normal weight","No smoke",0
"3635","Male","64+","NH Black","HSG/GED","SBP<120","Normal weight","No smoke",0
"3636","Female","64+","NH Black","HSG/GED","SBP<120","Normal weight","No smoke",0
"3637","Male","18-44","Hispanic","HSG/GED","SBP<120","Normal weight","No smoke",0
"3638","Female","18-44","Hispanic","HSG/GED","SBP<120","Normal weight","No smoke",0
"3639","Male","45-64","Hispanic","HSG/GED","SBP<120","Normal weight","No smoke",0
"3640","Female","45-64","Hispanic","HSG/GED","SBP<120","Normal weight","No smoke",0
"3641","Male","64+","Hispanic","HSG/GED","SBP<120","Normal weight","No smoke",0
"3642","Female","64+","Hispanic","HSG/GED","SBP<120","Normal weight","No smoke",0
"3643","Male","18-44","Other","HSG/GED","SBP<120","Normal weight","No smoke",0
"3644","Female","18-44","Other","HSG/GED","SBP<120","Normal weight","No smoke",0
"3645","Male","45-64","Other","HSG/GED","SBP<120","Normal weight","No smoke",0
"3646","Female","45-64","Other","HSG/GED","SBP<120","Normal weight","No smoke",0
"3647","Male","64+","Other","HSG/GED","SBP<120","Normal weight","No smoke",0
"3648","Female","64+","Other","HSG/GED","SBP<120","Normal weight","No smoke",0
"3649","Male","18-44","NH White","Some college/TS","SBP<120","Normal weight","No smoke",0
"3650","Female","18-44","NH White","Some college/TS","SBP<120","Normal weight","No smoke",0
"3651","Male","45-64","NH White","Some college/TS","SBP<120","Normal weight","No smoke",0
"3652","Female","45-64","NH White","Some college/TS","SBP<120","Normal weight","No smoke",0
"3653","Male","64+","NH White","Some college/TS","SBP<120","Normal weight","No smoke",0
"3654","Female","64+","NH White","Some college/TS","SBP<120","Normal weight","No smoke",0
"3655","Male","18-44","NH Black","Some college/TS","SBP<120","Normal weight","No smoke",0
"3656","Female","18-44","NH Black","Some college/TS","SBP<120","Normal weight","No smoke",0
"3657","Male","45-64","NH Black","Some college/TS","SBP<120","Normal weight","No smoke",0
"3658","Female","45-64","NH Black","Some college/TS","SBP<120","Normal weight","No smoke",0
"3659","Male","64+","NH Black","Some college/TS","SBP<120","Normal weight","No smoke",0
"3660","Female","64+","NH Black","Some college/TS","SBP<120","Normal weight","No smoke",0
"3661","Male","18-44","Hispanic","Some college/TS","SBP<120","Normal weight","No smoke",0
"3662","Female","18-44","Hispanic","Some college/TS","SBP<120","Normal weight","No smoke",0
"3663","Male","45-64","Hispanic","Some college/TS","SBP<120","Normal weight","No smoke",0
"3664","Female","45-64","Hispanic","Some college/TS","SBP<120","Normal weight","No smoke",0
"3665","Male","64+","Hispanic","Some college/TS","SBP<120","Normal weight","No smoke",0
"3666","Female","64+","Hispanic","Some college/TS","SBP<120","Normal weight","No smoke",0
"3667","Male","18-44","Other","Some college/TS","SBP<120","Normal weight","No smoke",0
"3668","Female","18-44","Other","Some college/TS","SBP<120","Normal weight","No smoke",0
"3669","Male","45-64","Other","Some college/TS","SBP<120","Normal weight","No smoke",0
"3670","Female","45-64","Other","Some college/TS","SBP<120","Normal weight","No smoke",0
"3671","Male","64+","Other","Some college/TS","SBP<120","Normal weight","No smoke",0
"3672","Female","64+","Other","Some college/TS","SBP<120","Normal weight","No smoke",0
"3673","Male","18-44","NH White",">=College grad","SBP<120","Normal weight","No smoke",0
"3674","Female","18-44","NH White",">=College grad","SBP<120","Normal weight","No smoke",0
"3675","Male","45-64","NH White",">=College grad","SBP<120","Normal weight","No smoke",0
"3676","Female","45-64","NH White",">=College grad","SBP<120","Normal weight","No smoke",0
"3677","Male","64+","NH White",">=College grad","SBP<120","Normal weight","No smoke",0
"3678","Female","64+","NH White",">=College grad","SBP<120","Normal weight","No smoke",0
"3679","Male","18-44","NH Black",">=College grad","SBP<120","Normal weight","No smoke",0
"3680","Female","18-44","NH Black",">=College grad","SBP<120","Normal weight","No smoke",0
"3681","Male","45-64","NH Black",">=College grad","SBP<120","Normal weight","No smoke",0
"3682","Female","45-64","NH Black",">=College grad","SBP<120","Normal weight","No smoke",0
"3683","Male","64+","NH Black",">=College grad","SBP<120","Normal weight","No smoke",0
"3684","Female","64+","NH Black",">=College grad","SBP<120","Normal weight","No smoke",0
"3685","Male","18-44","Hispanic",">=College grad","SBP<120","Normal weight","No smoke",0
"3686","Female","18-44","Hispanic",">=College grad","SBP<120","Normal weight","No smoke",0
"3687","Male","45-64","Hispanic",">=College grad","SBP<120","Normal weight","No smoke",0
"3688","Female","45-64","Hispanic",">=College grad","SBP<120","Normal weight","No smoke",0
"3689","Male","64+","Hispanic",">=College grad","SBP<120","Normal weight","No smoke",0
"3690","Female","64+","Hispanic",">=College grad","SBP<120","Normal weight","No smoke",0
"3691","Male","18-44","Other",">=College grad","SBP<120","Normal weight","No smoke",0
"3692","Female","18-44","Other",">=College grad","SBP<120","Normal weight","No smoke",0
"3693","Male","45-64","Other",">=College grad","SBP<120","Normal weight","No smoke",0
"3694","Female","45-64","Other",">=College grad","SBP<120","Normal weight","No smoke",0
"3695","Male","64+","Other",">=College grad","SBP<120","Normal weight","No smoke",0
"3696","Female","64+","Other",">=College grad","SBP<120","Normal weight","No smoke",0
"3697","Male","18-44","NH White",NA,"SBP<120","Normal weight","No smoke",0
"3698","Female","18-44","NH White",NA,"SBP<120","Normal weight","No smoke",0
"3699","Male","45-64","NH White",NA,"SBP<120","Normal weight","No smoke",0
"3700","Female","45-64","NH White",NA,"SBP<120","Normal weight","No smoke",0
"3701","Male","64+","NH White",NA,"SBP<120","Normal weight","No smoke",0
"3702","Female","64+","NH White",NA,"SBP<120","Normal weight","No smoke",0
"3703","Male","18-44","NH Black",NA,"SBP<120","Normal weight","No smoke",0
"3704","Female","18-44","NH Black",NA,"SBP<120","Normal weight","No smoke",0
"3705","Male","45-64","NH Black",NA,"SBP<120","Normal weight","No smoke",0
"3706","Female","45-64","NH Black",NA,"SBP<120","Normal weight","No smoke",0
"3707","Male","64+","NH Black",NA,"SBP<120","Normal weight","No smoke",0
"3708","Female","64+","NH Black",NA,"SBP<120","Normal weight","No smoke",0
"3709","Male","18-44","Hispanic",NA,"SBP<120","Normal weight","No smoke",0
"3710","Female","18-44","Hispanic",NA,"SBP<120","Normal weight","No smoke",0
"3711","Male","45-64","Hispanic",NA,"SBP<120","Normal weight","No smoke",0
"3712","Female","45-64","Hispanic",NA,"SBP<120","Normal weight","No smoke",0
"3713","Male","64+","Hispanic",NA,"SBP<120","Normal weight","No smoke",0
"3714","Female","64+","Hispanic",NA,"SBP<120","Normal weight","No smoke",0
"3715","Male","18-44","Other",NA,"SBP<120","Normal weight","No smoke",0
"3716","Female","18-44","Other",NA,"SBP<120","Normal weight","No smoke",0
"3717","Male","45-64","Other",NA,"SBP<120","Normal weight","No smoke",0
"3718","Female","45-64","Other",NA,"SBP<120","Normal weight","No smoke",0
"3719","Male","64+","Other",NA,"SBP<120","Normal weight","No smoke",0
"3720","Female","64+","Other",NA,"SBP<120","Normal weight","No smoke",0
"3721","Male","18-44","NH White","<HSG","SBP 120-129","Normal weight","No smoke",0
"3722","Female","18-44","NH White","<HSG","SBP 120-129","Normal weight","No smoke",0
"3723","Male","45-64","NH White","<HSG","SBP 120-129","Normal weight","No smoke",0
"3724","Female","45-64","NH White","<HSG","SBP 120-129","Normal weight","No smoke",0
"3725","Male","64+","NH White","<HSG","SBP 120-129","Normal weight","No smoke",22373
"3726","Female","64+","NH White","<HSG","SBP 120-129","Normal weight","No smoke",0
"3727","Male","18-44","NH Black","<HSG","SBP 120-129","Normal weight","No smoke",0
"3728","Female","18-44","NH Black","<HSG","SBP 120-129","Normal weight","No smoke",0
"3729","Male","45-64","NH Black","<HSG","SBP 120-129","Normal weight","No smoke",0
"3730","Female","45-64","NH Black","<HSG","SBP 120-129","Normal weight","No smoke",0
"3731","Male","64+","NH Black","<HSG","SBP 120-129","Normal weight","No smoke",0
"3732","Female","64+","NH Black","<HSG","SBP 120-129","Normal weight","No smoke",0
"3733","Male","18-44","Hispanic","<HSG","SBP 120-129","Normal weight","No smoke",0
"3734","Female","18-44","Hispanic","<HSG","SBP 120-129","Normal weight","No smoke",0
"3735","Male","45-64","Hispanic","<HSG","SBP 120-129","Normal weight","No smoke",0
"3736","Female","45-64","Hispanic","<HSG","SBP 120-129","Normal weight","No smoke",0
"3737","Male","64+","Hispanic","<HSG","SBP 120-129","Normal weight","No smoke",0
"3738","Female","64+","Hispanic","<HSG","SBP 120-129","Normal weight","No smoke",0
"3739","Male","18-44","Other","<HSG","SBP 120-129","Normal weight","No smoke",0
"3740","Female","18-44","Other","<HSG","SBP 120-129","Normal weight","No smoke",0
"3741","Male","45-64","Other","<HSG","SBP 120-129","Normal weight","No smoke",16474
"3742","Female","45-64","Other","<HSG","SBP 120-129","Normal weight","No smoke",0
"3743","Male","64+","Other","<HSG","SBP 120-129","Normal weight","No smoke",0
"3744","Female","64+","Other","<HSG","SBP 120-129","Normal weight","No smoke",0
"3745","Male","18-44","NH White","HSG/GED","SBP 120-129","Normal weight","No smoke",0
"3746","Female","18-44","NH White","HSG/GED","SBP 120-129","Normal weight","No smoke",0
"3747","Male","45-64","NH White","HSG/GED","SBP 120-129","Normal weight","No smoke",0
"3748","Female","45-64","NH White","HSG/GED","SBP 120-129","Normal weight","No smoke",0
"3749","Male","64+","NH White","HSG/GED","SBP 120-129","Normal weight","No smoke",41381
"3750","Female","64+","NH White","HSG/GED","SBP 120-129","Normal weight","No smoke",0
"3751","Male","18-44","NH Black","HSG/GED","SBP 120-129","Normal weight","No smoke",0
"3752","Female","18-44","NH Black","HSG/GED","SBP 120-129","Normal weight","No smoke",0
"3753","Male","45-64","NH Black","HSG/GED","SBP 120-129","Normal weight","No smoke",0
"3754","Female","45-64","NH Black","HSG/GED","SBP 120-129","Normal weight","No smoke",0
"3755","Male","64+","NH Black","HSG/GED","SBP 120-129","Normal weight","No smoke",0
"3756","Female","64+","NH Black","HSG/GED","SBP 120-129","Normal weight","No smoke",0
"3757","Male","18-44","Hispanic","HSG/GED","SBP 120-129","Normal weight","No smoke",0
"3758","Female","18-44","Hispanic","HSG/GED","SBP 120-129","Normal weight","No smoke",0
"3759","Male","45-64","Hispanic","HSG/GED","SBP 120-129","Normal weight","No smoke",0
"3760","Female","45-64","Hispanic","HSG/GED","SBP 120-129","Normal weight","No smoke",0
"3761","Male","64+","Hispanic","HSG/GED","SBP 120-129","Normal weight","No smoke",0
"3762","Female","64+","Hispanic","HSG/GED","SBP 120-129","Normal weight","No smoke",0
"3763","Male","18-44","Other","HSG/GED","SBP 120-129","Normal weight","No smoke",0
"3764","Female","18-44","Other","HSG/GED","SBP 120-129","Normal weight","No smoke",0
"3765","Male","45-64","Other","HSG/GED","SBP 120-129","Normal weight","No smoke",0
"3766","Female","45-64","Other","HSG/GED","SBP 120-129","Normal weight","No smoke",0
"3767","Male","64+","Other","HSG/GED","SBP 120-129","Normal weight","No smoke",0
"3768","Female","64+","Other","HSG/GED","SBP 120-129","Normal weight","No smoke",0
"3769","Male","18-44","NH White","Some college/TS","SBP 120-129","Normal weight","No smoke",0
"3770","Female","18-44","NH White","Some college/TS","SBP 120-129","Normal weight","No smoke",0
"3771","Male","45-64","NH White","Some college/TS","SBP 120-129","Normal weight","No smoke",0
"3772","Female","45-64","NH White","Some college/TS","SBP 120-129","Normal weight","No smoke",0
"3773","Male","64+","NH White","Some college/TS","SBP 120-129","Normal weight","No smoke",0
"3774","Female","64+","NH White","Some college/TS","SBP 120-129","Normal weight","No smoke",0
"3775","Male","18-44","NH Black","Some college/TS","SBP 120-129","Normal weight","No smoke",0
"3776","Female","18-44","NH Black","Some college/TS","SBP 120-129","Normal weight","No smoke",0
"3777","Male","45-64","NH Black","Some college/TS","SBP 120-129","Normal weight","No smoke",0
"3778","Female","45-64","NH Black","Some college/TS","SBP 120-129","Normal weight","No smoke",0
"3779","Male","64+","NH Black","Some college/TS","SBP 120-129","Normal weight","No smoke",12700
"3780","Female","64+","NH Black","Some college/TS","SBP 120-129","Normal weight","No smoke",0
"3781","Male","18-44","Hispanic","Some college/TS","SBP 120-129","Normal weight","No smoke",0
"3782","Female","18-44","Hispanic","Some college/TS","SBP 120-129","Normal weight","No smoke",0
"3783","Male","45-64","Hispanic","Some college/TS","SBP 120-129","Normal weight","No smoke",0
"3784","Female","45-64","Hispanic","Some college/TS","SBP 120-129","Normal weight","No smoke",0
"3785","Male","64+","Hispanic","Some college/TS","SBP 120-129","Normal weight","No smoke",0
"3786","Female","64+","Hispanic","Some college/TS","SBP 120-129","Normal weight","No smoke",0
"3787","Male","18-44","Other","Some college/TS","SBP 120-129","Normal weight","No smoke",0
"3788","Female","18-44","Other","Some college/TS","SBP 120-129","Normal weight","No smoke",0
"3789","Male","45-64","Other","Some college/TS","SBP 120-129","Normal weight","No smoke",0
"3790","Female","45-64","Other","Some college/TS","SBP 120-129","Normal weight","No smoke",0
"3791","Male","64+","Other","Some college/TS","SBP 120-129","Normal weight","No smoke",0
"3792","Female","64+","Other","Some college/TS","SBP 120-129","Normal weight","No smoke",0
"3793","Male","18-44","NH White",">=College grad","SBP 120-129","Normal weight","No smoke",0
"3794","Female","18-44","NH White",">=College grad","SBP 120-129","Normal weight","No smoke",0
"3795","Male","45-64","NH White",">=College grad","SBP 120-129","Normal weight","No smoke",0
"3796","Female","45-64","NH White",">=College grad","SBP 120-129","Normal weight","No smoke",0
"3797","Male","64+","NH White",">=College grad","SBP 120-129","Normal weight","No smoke",0
"3798","Female","64+","NH White",">=College grad","SBP 120-129","Normal weight","No smoke",0
"3799","Male","18-44","NH Black",">=College grad","SBP 120-129","Normal weight","No smoke",0
"3800","Female","18-44","NH Black",">=College grad","SBP 120-129","Normal weight","No smoke",0
"3801","Male","45-64","NH Black",">=College grad","SBP 120-129","Normal weight","No smoke",0
"3802","Female","45-64","NH Black",">=College grad","SBP 120-129","Normal weight","No smoke",0
"3803","Male","64+","NH Black",">=College grad","SBP 120-129","Normal weight","No smoke",0
"3804","Female","64+","NH Black",">=College grad","SBP 120-129","Normal weight","No smoke",0
"3805","Male","18-44","Hispanic",">=College grad","SBP 120-129","Normal weight","No smoke",0
"3806","Female","18-44","Hispanic",">=College grad","SBP 120-129","Normal weight","No smoke",0
"3807","Male","45-64","Hispanic",">=College grad","SBP 120-129","Normal weight","No smoke",0
"3808","Female","45-64","Hispanic",">=College grad","SBP 120-129","Normal weight","No smoke",0
"3809","Male","64+","Hispanic",">=College grad","SBP 120-129","Normal weight","No smoke",0
"3810","Female","64+","Hispanic",">=College grad","SBP 120-129","Normal weight","No smoke",0
"3811","Male","18-44","Other",">=College grad","SBP 120-129","Normal weight","No smoke",0
"3812","Female","18-44","Other",">=College grad","SBP 120-129","Normal weight","No smoke",0
"3813","Male","45-64","Other",">=College grad","SBP 120-129","Normal weight","No smoke",0
"3814","Female","45-64","Other",">=College grad","SBP 120-129","Normal weight","No smoke",0
"3815","Male","64+","Other",">=College grad","SBP 120-129","Normal weight","No smoke",0
"3816","Female","64+","Other",">=College grad","SBP 120-129","Normal weight","No smoke",0
"3817","Male","18-44","NH White",NA,"SBP 120-129","Normal weight","No smoke",0
"3818","Female","18-44","NH White",NA,"SBP 120-129","Normal weight","No smoke",0
"3819","Male","45-64","NH White",NA,"SBP 120-129","Normal weight","No smoke",0
"3820","Female","45-64","NH White",NA,"SBP 120-129","Normal weight","No smoke",0
"3821","Male","64+","NH White",NA,"SBP 120-129","Normal weight","No smoke",0
"3822","Female","64+","NH White",NA,"SBP 120-129","Normal weight","No smoke",0
"3823","Male","18-44","NH Black",NA,"SBP 120-129","Normal weight","No smoke",0
"3824","Female","18-44","NH Black",NA,"SBP 120-129","Normal weight","No smoke",0
"3825","Male","45-64","NH Black",NA,"SBP 120-129","Normal weight","No smoke",0
