"","Gender","Age_Group","Race_or_Ethnicity","Education","SBP","BMI","Smoker","background_n"
"5506","Female","40-59","NH Asian",">=College grad","SBP 120-129","Overweight","No smoke",0
"5507","Male","59+","NH Asian",">=College grad","SBP 120-129","Overweight","No smoke",0
"5508","Female","59+","NH Asian",">=College grad","SBP 120-129","Overweight","No smoke",0
"5509","Male","18-39","Hispanic",">=College grad","SBP 120-129","Overweight","No smoke",0
"5510","Female","18-39","Hispanic",">=College grad","SBP 120-129","Overweight","No smoke",0
"5511","Male","40-59","Hispanic",">=College grad","SBP 120-129","Overweight","No smoke",20693
"5512","Female","40-59","Hispanic",">=College grad","SBP 120-129","Overweight","No smoke",0
"5513","Male","59+","Hispanic",">=College grad","SBP 120-129","Overweight","No smoke",0
"5514","Female","59+","Hispanic",">=College grad","SBP 120-129","Overweight","No smoke",0
"5515","Male","18-39","Other",">=College grad","SBP 120-129","Overweight","No smoke",0
"5516","Female","18-39","Other",">=College grad","SBP 120-129","Overweight","No smoke",0
"5517","Male","40-59","Other",">=College grad","SBP 120-129","Overweight","No smoke",0
"5518","Female","40-59","Other",">=College grad","SBP 120-129","Overweight","No smoke",0
"5519","Male","59+","Other",">=College grad","SBP 120-129","Overweight","No smoke",0
"5520","Female","59+","Other",">=College grad","SBP 120-129","Overweight","No smoke",0
"5521","Male","18-39","NH White",NA,"SBP 120-129","Overweight","No smoke",0
"5522","Female","18-39","NH White",NA,"SBP 120-129","Overweight","No smoke",0
"5523","Male","40-59","NH White",NA,"SBP 120-129","Overweight","No smoke",0
"5524","Female","40-59","NH White",NA,"SBP 120-129","Overweight","No smoke",0
"5525","Male","59+","NH White",NA,"SBP 120-129","Overweight","No smoke",0
"5526","Female","59+","NH White",NA,"SBP 120-129","Overweight","No smoke",0
"5527","Male","18-39","NH Black",NA,"SBP 120-129","Overweight","No smoke",0
"5528","Female","18-39","NH Black",NA,"SBP 120-129","Overweight","No smoke",0
"5529","Male","40-59","NH Black",NA,"SBP 120-129","Overweight","No smoke",0
"5530","Female","40-59","NH Black",NA,"SBP 120-129","Overweight","No smoke",0
"5531","Male","59+","NH Black",NA,"SBP 120-129","Overweight","No smoke",0
"5532","Female","59+","NH Black",NA,"SBP 120-129","Overweight","No smoke",0
"5533","Male","18-39","NH Asian",NA,"SBP 120-129","Overweight","No smoke",0
"5534","Female","18-39","NH Asian",NA,"SBP 120-129","Overweight","No smoke",0
"5535","Male","40-59","NH Asian",NA,"SBP 120-129","Overweight","No smoke",0
"5536","Female","40-59","NH Asian",NA,"SBP 120-129","Overweight","No smoke",0
"5537","Male","59+","NH Asian",NA,"SBP 120-129","Overweight","No smoke",0
"5538","Female","59+","NH Asian",NA,"SBP 120-129","Overweight","No smoke",0
"5539","Male","18-39","Hispanic",NA,"SBP 120-129","Overweight","No smoke",0
"5540","Female","18-39","Hispanic",NA,"SBP 120-129","Overweight","No smoke",0
"5541","Male","40-59","Hispanic",NA,"SBP 120-129","Overweight","No smoke",0
"5542","Female","40-59","Hispanic",NA,"SBP 120-129","Overweight","No smoke",0
"5543","Male","59+","Hispanic",NA,"SBP 120-129","Overweight","No smoke",0
"5544","Female","59+","Hispanic",NA,"SBP 120-129","Overweight","No smoke",0
"5545","Male","18-39","Other",NA,"SBP 120-129","Overweight","No smoke",0
"5546","Female","18-39","Other",NA,"SBP 120-129","Overweight","No smoke",0
"5547","Male","40-59","Other",NA,"SBP 120-129","Overweight","No smoke",0
"5548","Female","40-59","Other",NA,"SBP 120-129","Overweight","No smoke",0
"5549","Male","59+","Other",NA,"SBP 120-129","Overweight","No smoke",0
"5550","Female","59+","Other",NA,"SBP 120-129","Overweight","No smoke",0
"5551","Male","18-39","NH White","<HSG","SBP 130-139","Overweight","No smoke",0
"5552","Female","18-39","NH White","<HSG","SBP 130-139","Overweight","No smoke",0
"5553","Male","40-59","NH White","<HSG","SBP 130-139","Overweight","No smoke",0
"5554","Female","40-59","NH White","<HSG","SBP 130-139","Overweight","No smoke",0
"5555","Male","59+","NH White","<HSG","SBP 130-139","Overweight","No smoke",75232
"5556","Female","59+","NH White","<HSG","SBP 130-139","Overweight","No smoke",0
"5557","Male","18-39","NH Black","<HSG","SBP 130-139","Overweight","No smoke",0
"5558","Female","18-39","NH Black","<HSG","SBP 130-139","Overweight","No smoke",0
"5559","Male","40-59","NH Black","<HSG","SBP 130-139","Overweight","No smoke",0
"5560","Female","40-59","NH Black","<HSG","SBP 130-139","Overweight","No smoke",0
"5561","Male","59+","NH Black","<HSG","SBP 130-139","Overweight","No smoke",20048
"5562","Female","59+","NH Black","<HSG","SBP 130-139","Overweight","No smoke",18647
"5563","Male","18-39","NH Asian","<HSG","SBP 130-139","Overweight","No smoke",0
"5564","Female","18-39","NH Asian","<HSG","SBP 130-139","Overweight","No smoke",0
"5565","Male","40-59","NH Asian","<HSG","SBP 130-139","Overweight","No smoke",0
"5566","Female","40-59","NH Asian","<HSG","SBP 130-139","Overweight","No smoke",0
"5567","Male","59+","NH Asian","<HSG","SBP 130-139","Overweight","No smoke",42103
"5568","Female","59+","NH Asian","<HSG","SBP 130-139","Overweight","No smoke",0
"5569","Male","18-39","Hispanic","<HSG","SBP 130-139","Overweight","No smoke",0
"5570","Female","18-39","Hispanic","<HSG","SBP 130-139","Overweight","No smoke",0
"5571","Male","40-59","Hispanic","<HSG","SBP 130-139","Overweight","No smoke",15593
"5572","Female","40-59","Hispanic","<HSG","SBP 130-139","Overweight","No smoke",0
"5573","Male","59+","Hispanic","<HSG","SBP 130-139","Overweight","No smoke",8457
"5574","Female","59+","Hispanic","<HSG","SBP 130-139","Overweight","No smoke",8479
"5575","Male","18-39","Other","<HSG","SBP 130-139","Overweight","No smoke",0
"5576","Female","18-39","Other","<HSG","SBP 130-139","Overweight","No smoke",0
"5577","Male","40-59","Other","<HSG","SBP 130-139","Overweight","No smoke",0
"5578","Female","40-59","Other","<HSG","SBP 130-139","Overweight","No smoke",0
"5579","Male","59+","Other","<HSG","SBP 130-139","Overweight","No smoke",18402
"5580","Female","59+","Other","<HSG","SBP 130-139","Overweight","No smoke",0
"5581","Male","18-39","NH White","HSG/GED","SBP 130-139","Overweight","No smoke",0
"5582","Female","18-39","NH White","HSG/GED","SBP 130-139","Overweight","No smoke",0
"5583","Male","40-59","NH White","HSG/GED","SBP 130-139","Overweight","No smoke",0
"5584","Female","40-59","NH White","HSG/GED","SBP 130-139","Overweight","No smoke",0
"5585","Male","59+","NH White","HSG/GED","SBP 130-139","Overweight","No smoke",26381
"5586","Female","59+","NH White","HSG/GED","SBP 130-139","Overweight","No smoke",51732
"5587","Male","18-39","NH Black","HSG/GED","SBP 130-139","Overweight","No smoke",0
"5588","Female","18-39","NH Black","HSG/GED","SBP 130-139","Overweight","No smoke",0
"5589","Male","40-59","NH Black","HSG/GED","SBP 130-139","Overweight","No smoke",0
"5590","Female","40-59","NH Black","HSG/GED","SBP 130-139","Overweight","No smoke",0
"5591","Male","59+","NH Black","HSG/GED","SBP 130-139","Overweight","No smoke",38949
"5592","Female","59+","NH Black","HSG/GED","SBP 130-139","Overweight","No smoke",16902
"5593","Male","18-39","NH Asian","HSG/GED","SBP 130-139","Overweight","No smoke",0
"5594","Female","18-39","NH Asian","HSG/GED","SBP 130-139","Overweight","No smoke",0
"5595","Male","40-59","NH Asian","HSG/GED","SBP 130-139","Overweight","No smoke",0
"5596","Female","40-59","NH Asian","HSG/GED","SBP 130-139","Overweight","No smoke",0
"5597","Male","59+","NH Asian","HSG/GED","SBP 130-139","Overweight","No smoke",0
"5598","Female","59+","NH Asian","HSG/GED","SBP 130-139","Overweight","No smoke",0
"5599","Male","18-39","Hispanic","HSG/GED","SBP 130-139","Overweight","No smoke",0
"5600","Female","18-39","Hispanic","HSG/GED","SBP 130-139","Overweight","No smoke",0
"5601","Male","40-59","Hispanic","HSG/GED","SBP 130-139","Overweight","No smoke",0
"5602","Female","40-59","Hispanic","HSG/GED","SBP 130-139","Overweight","No smoke",0
"5603","Male","59+","Hispanic","HSG/GED","SBP 130-139","Overweight","No smoke",20814
"5604","Female","59+","Hispanic","HSG/GED","SBP 130-139","Overweight","No smoke",8483
"5605","Male","18-39","Other","HSG/GED","SBP 130-139","Overweight","No smoke",0
"5606","Female","18-39","Other","HSG/GED","SBP 130-139","Overweight","No smoke",0
"5607","Male","40-59","Other","HSG/GED","SBP 130-139","Overweight","No smoke",11929
"5608","Female","40-59","Other","HSG/GED","SBP 130-139","Overweight","No smoke",0
"5609","Male","59+","Other","HSG/GED","SBP 130-139","Overweight","No smoke",0
"5610","Female","59+","Other","HSG/GED","SBP 130-139","Overweight","No smoke",0
"5611","Male","18-39","NH White","Some college/TS","SBP 130-139","Overweight","No smoke",0
"5612","Female","18-39","NH White","Some college/TS","SBP 130-139","Overweight","No smoke",0
"5613","Male","40-59","NH White","Some college/TS","SBP 130-139","Overweight","No smoke",35881
"5614","Female","40-59","NH White","Some college/TS","SBP 130-139","Overweight","No smoke",0
"5615","Male","59+","NH White","Some college/TS","SBP 130-139","Overweight","No smoke",48417
"5616","Female","59+","NH White","Some college/TS","SBP 130-139","Overweight","No smoke",0
"5617","Male","18-39","NH Black","Some college/TS","SBP 130-139","Overweight","No smoke",0
"5618","Female","18-39","NH Black","Some college/TS","SBP 130-139","Overweight","No smoke",0
"5619","Male","40-59","NH Black","Some college/TS","SBP 130-139","Overweight","No smoke",0
"5620","Female","40-59","NH Black","Some college/TS","SBP 130-139","Overweight","No smoke",0
"5621","Male","59+","NH Black","Some college/TS","SBP 130-139","Overweight","No smoke",0
"5622","Female","59+","NH Black","Some college/TS","SBP 130-139","Overweight","No smoke",46988
"5623","Male","18-39","NH Asian","Some college/TS","SBP 130-139","Overweight","No smoke",17660
"5624","Female","18-39","NH Asian","Some college/TS","SBP 130-139","Overweight","No smoke",0
"5625","Male","40-59","NH Asian","Some college/TS","SBP 130-139","Overweight","No smoke",0
"5626","Female","40-59","NH Asian","Some college/TS","SBP 130-139","Overweight","No smoke",0
"5627","Male","59+","NH Asian","Some college/TS","SBP 130-139","Overweight","No smoke",0
"5628","Female","59+","NH Asian","Some college/TS","SBP 130-139","Overweight","No smoke",0
"5629","Male","18-39","Hispanic","Some college/TS","SBP 130-139","Overweight","No smoke",0
"5630","Female","18-39","Hispanic","Some college/TS","SBP 130-139","Overweight","No smoke",0
"5631","Male","40-59","Hispanic","Some college/TS","SBP 130-139","Overweight","No smoke",0
"5632","Female","40-59","Hispanic","Some college/TS","SBP 130-139","Overweight","No smoke",25934
"5633","Male","59+","Hispanic","Some college/TS","SBP 130-139","Overweight","No smoke",0
"5634","Female","59+","Hispanic","Some college/TS","SBP 130-139","Overweight","No smoke",0
"5635","Male","18-39","Other","Some college/TS","SBP 130-139","Overweight","No smoke",0
"5636","Female","18-39","Other","Some college/TS","SBP 130-139","Overweight","No smoke",0
"5637","Male","40-59","Other","Some college/TS","SBP 130-139","Overweight","No smoke",0
"5638","Female","40-59","Other","Some college/TS","SBP 130-139","Overweight","No smoke",0
"5639","Male","59+","Other","Some college/TS","SBP 130-139","Overweight","No smoke",0
"5640","Female","59+","Other","Some college/TS","SBP 130-139","Overweight","No smoke",81740
"5641","Male","18-39","NH White",">=College grad","SBP 130-139","Overweight","No smoke",0
"5642","Female","18-39","NH White",">=College grad","SBP 130-139","Overweight","No smoke",0
"5643","Male","40-59","NH White",">=College grad","SBP 130-139","Overweight","No smoke",122869
"5644","Female","40-59","NH White",">=College grad","SBP 130-139","Overweight","No smoke",0
"5645","Male","59+","NH White",">=College grad","SBP 130-139","Overweight","No smoke",29177
"5646","Female","59+","NH White",">=College grad","SBP 130-139","Overweight","No smoke",0
"5647","Male","18-39","NH Black",">=College grad","SBP 130-139","Overweight","No smoke",0
"5648","Female","18-39","NH Black",">=College grad","SBP 130-139","Overweight","No smoke",0
"5649","Male","40-59","NH Black",">=College grad","SBP 130-139","Overweight","No smoke",0
"5650","Female","40-59","NH Black",">=College grad","SBP 130-139","Overweight","No smoke",0
"5651","Male","59+","NH Black",">=College grad","SBP 130-139","Overweight","No smoke",0
"5652","Female","59+","NH Black",">=College grad","SBP 130-139","Overweight","No smoke",0
"5653","Male","18-39","NH Asian",">=College grad","SBP 130-139","Overweight","No smoke",0
"5654","Female","18-39","NH Asian",">=College grad","SBP 130-139","Overweight","No smoke",0
"5655","Male","40-59","NH Asian",">=College grad","SBP 130-139","Overweight","No smoke",17505
"5656","Female","40-59","NH Asian",">=College grad","SBP 130-139","Overweight","No smoke",0
"5657","Male","59+","NH Asian",">=College grad","SBP 130-139","Overweight","No smoke",14665
"5658","Female","59+","NH Asian",">=College grad","SBP 130-139","Overweight","No smoke",0
"5659","Male","18-39","Hispanic",">=College grad","SBP 130-139","Overweight","No smoke",0
"5660","Female","18-39","Hispanic",">=College grad","SBP 130-139","Overweight","No smoke",0
"5661","Male","40-59","Hispanic",">=College grad","SBP 130-139","Overweight","No smoke",19859
"5662","Female","40-59","Hispanic",">=College grad","SBP 130-139","Overweight","No smoke",0
"5663","Male","59+","Hispanic",">=College grad","SBP 130-139","Overweight","No smoke",7703
"5664","Female","59+","Hispanic",">=College grad","SBP 130-139","Overweight","No smoke",10476
"5665","Male","18-39","Other",">=College grad","SBP 130-139","Overweight","No smoke",0
"5666","Female","18-39","Other",">=College grad","SBP 130-139","Overweight","No smoke",0
"5667","Male","40-59","Other",">=College grad","SBP 130-139","Overweight","No smoke",0
"5668","Female","40-59","Other",">=College grad","SBP 130-139","Overweight","No smoke",14374
"5669","Male","59+","Other",">=College grad","SBP 130-139","Overweight","No smoke",0
"5670","Female","59+","Other",">=College grad","SBP 130-139","Overweight","No smoke",0
"5671","Male","18-39","NH White",NA,"SBP 130-139","Overweight","No smoke",0
"5672","Female","18-39","NH White",NA,"SBP 130-139","Overweight","No smoke",0
"5673","Male","40-59","NH White",NA,"SBP 130-139","Overweight","No smoke",0
"5674","Female","40-59","NH White",NA,"SBP 130-139","Overweight","No smoke",0
"5675","Male","59+","NH White",NA,"SBP 130-139","Overweight","No smoke",0
"5676","Female","59+","NH White",NA,"SBP 130-139","Overweight","No smoke",0
"5677","Male","18-39","NH Black",NA,"SBP 130-139","Overweight","No smoke",0
"5678","Female","18-39","NH Black",NA,"SBP 130-139","Overweight","No smoke",0
"5679","Male","40-59","NH Black",NA,"SBP 130-139","Overweight","No smoke",0
"5680","Female","40-59","NH Black",NA,"SBP 130-139","Overweight","No smoke",0
"5681","Male","59+","NH Black",NA,"SBP 130-139","Overweight","No smoke",0
"5682","Female","59+","NH Black",NA,"SBP 130-139","Overweight","No smoke",0
"5683","Male","18-39","NH Asian",NA,"SBP 130-139","Overweight","No smoke",0
"5684","Female","18-39","NH Asian",NA,"SBP 130-139","Overweight","No smoke",0
"5685","Male","40-59","NH Asian",NA,"SBP 130-139","Overweight","No smoke",0
"5686","Female","40-59","NH Asian",NA,"SBP 130-139","Overweight","No smoke",0
"5687","Male","59+","NH Asian",NA,"SBP 130-139","Overweight","No smoke",0
"5688","Female","59+","NH Asian",NA,"SBP 130-139","Overweight","No smoke",0
"5689","Male","18-39","Hispanic",NA,"SBP 130-139","Overweight","No smoke",0
"5690","Female","18-39","Hispanic",NA,"SBP 130-139","Overweight","No smoke",0
"5691","Male","40-59","Hispanic",NA,"SBP 130-139","Overweight","No smoke",0
"5692","Female","40-59","Hispanic",NA,"SBP 130-139","Overweight","No smoke",0
"5693","Male","59+","Hispanic",NA,"SBP 130-139","Overweight","No smoke",0
"5694","Female","59+","Hispanic",NA,"SBP 130-139","Overweight","No smoke",0
"5695","Male","18-39","Other",NA,"SBP 130-139","Overweight","No smoke",0
"5696","Female","18-39","Other",NA,"SBP 130-139","Overweight","No smoke",0
"5697","Male","40-59","Other",NA,"SBP 130-139","Overweight","No smoke",0
"5698","Female","40-59","Other",NA,"SBP 130-139","Overweight","No smoke",0
"5699","Male","59+","Other",NA,"SBP 130-139","Overweight","No smoke",0
"5700","Female","59+","Other",NA,"SBP 130-139","Overweight","No smoke",0
"5701","Male","18-39","NH White","<HSG","SBP>=140","Overweight","No smoke",0
"5702","Female","18-39","NH White","<HSG","SBP>=140","Overweight","No smoke",0
"5703","Male","40-59","NH White","<HSG","SBP>=140","Overweight","No smoke",0
"5704","Female","40-59","NH White","<HSG","SBP>=140","Overweight","No smoke",0
"5705","Male","59+","NH White","<HSG","SBP>=140","Overweight","No smoke",125882
"5706","Female","59+","NH White","<HSG","SBP>=140","Overweight","No smoke",0
"5707","Male","18-39","NH Black","<HSG","SBP>=140","Overweight","No smoke",0
"5708","Female","18-39","NH Black","<HSG","SBP>=140","Overweight","No smoke",0
"5709","Male","40-59","NH Black","<HSG","SBP>=140","Overweight","No smoke",25387
"5710","Female","40-59","NH Black","<HSG","SBP>=140","Overweight","No smoke",0
"5711","Male","59+","NH Black","<HSG","SBP>=140","Overweight","No smoke",25739
"5712","Female","59+","NH Black","<HSG","SBP>=140","Overweight","No smoke",19640
"5713","Male","18-39","NH Asian","<HSG","SBP>=140","Overweight","No smoke",0
"5714","Female","18-39","NH Asian","<HSG","SBP>=140","Overweight","No smoke",0
"5715","Male","40-59","NH Asian","<HSG","SBP>=140","Overweight","No smoke",0
"5716","Female","40-59","NH Asian","<HSG","SBP>=140","Overweight","No smoke",0
"5717","Male","59+","NH Asian","<HSG","SBP>=140","Overweight","No smoke",20073
"5718","Female","59+","NH Asian","<HSG","SBP>=140","Overweight","No smoke",19076
"5719","Male","18-39","Hispanic","<HSG","SBP>=140","Overweight","No smoke",40327
"5720","Female","18-39","Hispanic","<HSG","SBP>=140","Overweight","No smoke",0
"5721","Male","40-59","Hispanic","<HSG","SBP>=140","Overweight","No smoke",0
"5722","Female","40-59","Hispanic","<HSG","SBP>=140","Overweight","No smoke",11742
"5723","Male","59+","Hispanic","<HSG","SBP>=140","Overweight","No smoke",88924
"5724","Female","59+","Hispanic","<HSG","SBP>=140","Overweight","No smoke",23961
"5725","Male","18-39","Other","<HSG","SBP>=140","Overweight","No smoke",0
"5726","Female","18-39","Other","<HSG","SBP>=140","Overweight","No smoke",0
"5727","Male","40-59","Other","<HSG","SBP>=140","Overweight","No smoke",0
"5728","Female","40-59","Other","<HSG","SBP>=140","Overweight","No smoke",0
"5729","Male","59+","Other","<HSG","SBP>=140","Overweight","No smoke",0
"5730","Female","59+","Other","<HSG","SBP>=140","Overweight","No smoke",0
"5731","Male","18-39","NH White","HSG/GED","SBP>=140","Overweight","No smoke",0
"5732","Female","18-39","NH White","HSG/GED","SBP>=140","Overweight","No smoke",0
"5733","Male","40-59","NH White","HSG/GED","SBP>=140","Overweight","No smoke",148630
"5734","Female","40-59","NH White","HSG/GED","SBP>=140","Overweight","No smoke",0
"5735","Male","59+","NH White","HSG/GED","SBP>=140","Overweight","No smoke",148682
"5736","Female","59+","NH White","HSG/GED","SBP>=140","Overweight","No smoke",163750
"5737","Male","18-39","NH Black","HSG/GED","SBP>=140","Overweight","No smoke",0
"5738","Female","18-39","NH Black","HSG/GED","SBP>=140","Overweight","No smoke",0
"5739","Male","40-59","NH Black","HSG/GED","SBP>=140","Overweight","No smoke",23894
"5740","Female","40-59","NH Black","HSG/GED","SBP>=140","Overweight","No smoke",0
"5741","Male","59+","NH Black","HSG/GED","SBP>=140","Overweight","No smoke",39125
"5742","Female","59+","NH Black","HSG/GED","SBP>=140","Overweight","No smoke",0
"5743","Male","18-39","NH Asian","HSG/GED","SBP>=140","Overweight","No smoke",0
"5744","Female","18-39","NH Asian","HSG/GED","SBP>=140","Overweight","No smoke",0
"5745","Male","40-59","NH Asian","HSG/GED","SBP>=140","Overweight","No smoke",31545
"5746","Female","40-59","NH Asian","HSG/GED","SBP>=140","Overweight","No smoke",0
"5747","Male","59+","NH Asian","HSG/GED","SBP>=140","Overweight","No smoke",18768
"5748","Female","59+","NH Asian","HSG/GED","SBP>=140","Overweight","No smoke",0
"5749","Male","18-39","Hispanic","HSG/GED","SBP>=140","Overweight","No smoke",0
"5750","Female","18-39","Hispanic","HSG/GED","SBP>=140","Overweight","No smoke",0
"5751","Male","40-59","Hispanic","HSG/GED","SBP>=140","Overweight","No smoke",21413
"5752","Female","40-59","Hispanic","HSG/GED","SBP>=140","Overweight","No smoke",0
"5753","Male","59+","Hispanic","HSG/GED","SBP>=140","Overweight","No smoke",28966
"5754","Female","59+","Hispanic","HSG/GED","SBP>=140","Overweight","No smoke",0
"5755","Male","18-39","Other","HSG/GED","SBP>=140","Overweight","No smoke",0
"5756","Female","18-39","Other","HSG/GED","SBP>=140","Overweight","No smoke",0
"5757","Male","40-59","Other","HSG/GED","SBP>=140","Overweight","No smoke",0
"5758","Female","40-59","Other","HSG/GED","SBP>=140","Overweight","No smoke",0
"5759","Male","59+","Other","HSG/GED","SBP>=140","Overweight","No smoke",0
"5760","Female","59+","Other","HSG/GED","SBP>=140","Overweight","No smoke",0
"5761","Male","18-39","NH White","Some college/TS","SBP>=140","Overweight","No smoke",0
"5762","Female","18-39","NH White","Some college/TS","SBP>=140","Overweight","No smoke",0
"5763","Male","40-59","NH White","Some college/TS","SBP>=140","Overweight","No smoke",0
"5764","Female","40-59","NH White","Some college/TS","SBP>=140","Overweight","No smoke",0
"5765","Male","59+","NH White","Some college/TS","SBP>=140","Overweight","No smoke",210475
"5766","Female","59+","NH White","Some college/TS","SBP>=140","Overweight","No smoke",438419
"5767","Male","18-39","NH Black","Some college/TS","SBP>=140","Overweight","No smoke",0
"5768","Female","18-39","NH Black","Some college/TS","SBP>=140","Overweight","No smoke",0
"5769","Male","40-59","NH Black","Some college/TS","SBP>=140","Overweight","No smoke",17686
"5770","Female","40-59","NH Black","Some college/TS","SBP>=140","Overweight","No smoke",0
"5771","Male","59+","NH Black","Some college/TS","SBP>=140","Overweight","No smoke",53149
"5772","Female","59+","NH Black","Some college/TS","SBP>=140","Overweight","No smoke",17677
"5773","Male","18-39","NH Asian","Some college/TS","SBP>=140","Overweight","No smoke",0
"5774","Female","18-39","NH Asian","Some college/TS","SBP>=140","Overweight","No smoke",0
"5775","Male","40-59","NH Asian","Some college/TS","SBP>=140","Overweight","No smoke",0
"5776","Female","40-59","NH Asian","Some college/TS","SBP>=140","Overweight","No smoke",0
"5777","Male","59+","NH Asian","Some college/TS","SBP>=140","Overweight","No smoke",0
"5778","Female","59+","NH Asian","Some college/TS","SBP>=140","Overweight","No smoke",23424
"5779","Male","18-39","Hispanic","Some college/TS","SBP>=140","Overweight","No smoke",0
"5780","Female","18-39","Hispanic","Some college/TS","SBP>=140","Overweight","No smoke",0
"5781","Male","40-59","Hispanic","Some college/TS","SBP>=140","Overweight","No smoke",16211
"5782","Female","40-59","Hispanic","Some college/TS","SBP>=140","Overweight","No smoke",15508
"5783","Male","59+","Hispanic","Some college/TS","SBP>=140","Overweight","No smoke",40531
"5784","Female","59+","Hispanic","Some college/TS","SBP>=140","Overweight","No smoke",0
"5785","Male","18-39","Other","Some college/TS","SBP>=140","Overweight","No smoke",0
"5786","Female","18-39","Other","Some college/TS","SBP>=140","Overweight","No smoke",0
"5787","Male","40-59","Other","Some college/TS","SBP>=140","Overweight","No smoke",0
"5788","Female","40-59","Other","Some college/TS","SBP>=140","Overweight","No smoke",0
"5789","Male","59+","Other","Some college/TS","SBP>=140","Overweight","No smoke",0
"5790","Female","59+","Other","Some college/TS","SBP>=140","Overweight","No smoke",42410
"5791","Male","18-39","NH White",">=College grad","SBP>=140","Overweight","No smoke",0
"5792","Female","18-39","NH White",">=College grad","SBP>=140","Overweight","No smoke",0
"5793","Male","40-59","NH White",">=College grad","SBP>=140","Overweight","No smoke",42040
"5794","Female","40-59","NH White",">=College grad","SBP>=140","Overweight","No smoke",0
"5795","Male","59+","NH White",">=College grad","SBP>=140","Overweight","No smoke",185323
"5796","Female","59+","NH White",">=College grad","SBP>=140","Overweight","No smoke",367986
"5797","Male","18-39","NH Black",">=College grad","SBP>=140","Overweight","No smoke",0
"5798","Female","18-39","NH Black",">=College grad","SBP>=140","Overweight","No smoke",0
"5799","Male","40-59","NH Black",">=College grad","SBP>=140","Overweight","No smoke",0
"5800","Female","40-59","NH Black",">=College grad","SBP>=140","Overweight","No smoke",0
"5801","Male","59+","NH Black",">=College grad","SBP>=140","Overweight","No smoke",17109
"5802","Female","59+","NH Black",">=College grad","SBP>=140","Overweight","No smoke",0
"5803","Male","18-39","NH Asian",">=College grad","SBP>=140","Overweight","No smoke",0
"5804","Female","18-39","NH Asian",">=College grad","SBP>=140","Overweight","No smoke",0
"5805","Male","40-59","NH Asian",">=College grad","SBP>=140","Overweight","No smoke",15618
"5806","Female","40-59","NH Asian",">=College grad","SBP>=140","Overweight","No smoke",0
"5807","Male","59+","NH Asian",">=College grad","SBP>=140","Overweight","No smoke",0
"5808","Female","59+","NH Asian",">=College grad","SBP>=140","Overweight","No smoke",0
"5809","Male","18-39","Hispanic",">=College grad","SBP>=140","Overweight","No smoke",0
"5810","Female","18-39","Hispanic",">=College grad","SBP>=140","Overweight","No smoke",0
"5811","Male","40-59","Hispanic",">=College grad","SBP>=140","Overweight","No smoke",0
"5812","Female","40-59","Hispanic",">=College grad","SBP>=140","Overweight","No smoke",0
"5813","Male","59+","Hispanic",">=College grad","SBP>=140","Overweight","No smoke",6956
"5814","Female","59+","Hispanic",">=College grad","SBP>=140","Overweight","No smoke",0
"5815","Male","18-39","Other",">=College grad","SBP>=140","Overweight","No smoke",0
"5816","Female","18-39","Other",">=College grad","SBP>=140","Overweight","No smoke",0
"5817","Male","40-59","Other",">=College grad","SBP>=140","Overweight","No smoke",0
"5818","Female","40-59","Other",">=College grad","SBP>=140","Overweight","No smoke",0
"5819","Male","59+","Other",">=College grad","SBP>=140","Overweight","No smoke",0
"5820","Female","59+","Other",">=College grad","SBP>=140","Overweight","No smoke",0
"5821","Male","18-39","NH White",NA,"SBP>=140","Overweight","No smoke",0
"5822","Female","18-39","NH White",NA,"SBP>=140","Overweight","No smoke",0
"5823","Male","40-59","NH White",NA,"SBP>=140","Overweight","No smoke",0
"5824","Female","40-59","NH White",NA,"SBP>=140","Overweight","No smoke",0
"5825","Male","59+","NH White",NA,"SBP>=140","Overweight","No smoke",0
"5826","Female","59+","NH White",NA,"SBP>=140","Overweight","No smoke",0
"5827","Male","18-39","NH Black",NA,"SBP>=140","Overweight","No smoke",0
"5828","Female","18-39","NH Black",NA,"SBP>=140","Overweight","No smoke",0
"5829","Male","40-59","NH Black",NA,"SBP>=140","Overweight","No smoke",0
"5830","Female","40-59","NH Black",NA,"SBP>=140","Overweight","No smoke",0
"5831","Male","59+","NH Black",NA,"SBP>=140","Overweight","No smoke",0
"5832","Female","59+","NH Black",NA,"SBP>=140","Overweight","No smoke",0
"5833","Male","18-39","NH Asian",NA,"SBP>=140","Overweight","No smoke",0
"5834","Female","18-39","NH Asian",NA,"SBP>=140","Overweight","No smoke",0
"5835","Male","40-59","NH Asian",NA,"SBP>=140","Overweight","No smoke",0
"5836","Female","40-59","NH Asian",NA,"SBP>=140","Overweight","No smoke",0
"5837","Male","59+","NH Asian",NA,"SBP>=140","Overweight","No smoke",0
"5838","Female","59+","NH Asian",NA,"SBP>=140","Overweight","No smoke",0
"5839","Male","18-39","Hispanic",NA,"SBP>=140","Overweight","No smoke",0
"5840","Female","18-39","Hispanic",NA,"SBP>=140","Overweight","No smoke",0
"5841","Male","40-59","Hispanic",NA,"SBP>=140","Overweight","No smoke",0
"5842","Female","40-59","Hispanic",NA,"SBP>=140","Overweight","No smoke",0
"5843","Male","59+","Hispanic",NA,"SBP>=140","Overweight","No smoke",0
"5844","Female","59+","Hispanic",NA,"SBP>=140","Overweight","No smoke",0
"5845","Male","18-39","Other",NA,"SBP>=140","Overweight","No smoke",0
"5846","Female","18-39","Other",NA,"SBP>=140","Overweight","No smoke",0
